Ectopic_Pregnancy	Ectopic Pregnancy (PEDS)	Abnormal_Pregnancy
Renal_Vein_Thrombosis	Thrombosis of Renal Vein (NRNT)	Venous_Thrombosis
Ventricular_Fibrillation	Ventricular Fibrillation (NRNT)	Ventricular_Arrhythmia
Ventricular_Tachycardia	Ventricular Tachycardia (NRNT)	Ventricular_Arrhythmia
Congenital_Ventricular_Tachycardia	Congenital Ventricular Tachycardia (NRNT)	Ventricular_Tachycardia
Grade_I_Vesicoureteral_Reflux	Vesicoureteric Reflux, Grade I (NRNT)	Vesicoureteral_Reflux
Grade_II_Vesicoureteral_Reflux	Vesicoureteric Reflux, Grade Ii (NRNT)	Vesicoureteral_Reflux
Grade_III_Vesicoureteral_Reflux	Vesicoureteric Reflux, Grade Iii (NRNT)	Vesicoureteral_Reflux
Grade_IV_Vesicoureteral_Reflux	Vesicoureteric Reflux, Grade Iv (NRNT)	Vesicoureteral_Reflux
Grade_V_Vesicoureteral_Reflux	Vesicoureteric Reflux, Grade V (NRNT)	Vesicoureteral_Reflux
Pediatric_Viral_Infection	Childhood Viral Disease (PEDS)	Viral_Infection
Condyloma_Acuminatum	Genital Warts (PEDS)	Viral_Infection
Hepatitis_A	Hepatitis A (PEDS)	Viral_Infection
Hepatitis_B	Hepatitis B (PEDS)	Viral_Infection
Herpes	Herpes (PEDS)	Viral_Infection
Influenza	Influenza (PEDS)	Viral_Infection
Rubella	Rubella Infection (PEDS)	Viral_Infection
Yellow_Fever_Virus_Infection	Yellow Fever Virus Infection (PEDS)	Viral_Infection
Human_Papillomavirus	Human Papilloma Virus (PEDS)	Virus
Poliovirus	Poliovirus (PEDS)	Virus
Rotavirus	Rotavirus (PEDS)	Virus
Human_Herpesvirus_3	Varicella-Zoster Virus (PEDS)	Virus
Blindness	Blindness (PEDS)	Vision_Disorder
Cataract	Cataract (NRNT)	Vision_Disorder
Uveitis	Chorioretinitis (NRNT)	Vision_Disorder
Lacrimal_System_Disorder	Disorder of Lacrimal System (NRNT)	Vision_Disorder
Low_Vision	Low Vision (PEDS)	Vision_Disorder
Proptosis	Proptosis (PEDS)	Vision_Disorder
Retinal_Disorder	Retinal Disorder (NRNT)	Vision_Disorder
Retinitis_Pigmentosa	Retinitis (NRNT)	Vision_Disorder
Strabismus	Strabismus (PEDS+NRNT)	Vision_Disorder
Visual_Cortex_Disorder	Visual Cortex Disorder (PEDS)	Vision_Disorder
Vitamin_B6_Deficiency	Vitamin B6 Deficiency (NRNT)	Vitamin_Deficiency_Disorder
Vitamin_K_Deficiency	Vitamin K Deficiency Coagulation Disorder (NRNT)	Vitamin_Deficiency_Disorder
Hematemesis	Hematemesis (NRNT)	Vomiting
Birth_Weight_New	Birth Weight (PEDS)	Weight_of_Body
Leukemoid_Reaction	Leukemoid Reaction (NRNT)	White_Blood_Cell_Count_Increased
Neonatal_Withdrawal_Syndrome	Drug Withdrawal Syndrome In Newborn (NRNT)	Withdrawal_Syndrome
In-utero_Drug_Withdrawal	In-utero Drug Withdrawal (NRNT)	Withdrawal_Syndrome
Perinatal_Drug_Abuse_and_Neonatal_Drug_Withdrawal	Perinatal Drug Withdrawal (NRNT)	Withdrawal_Syndrome
Postnatal_Drug_Withdrawal	Postnatal Drug Withdrawal (NRNT)	Withdrawal_Syndrome
