Source	NCIt Subset Code	FDA Subset Name	NCIt Concept Code	FDA Source Code	FDA Source PT	FDA Source Synonym(s)	FDA Source Definition	NCIt Definition	Parent Concept's NCIt Concept Code	Parent Concept's FDA Source Code	Parent Concept's FDA Source PT
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63105	1337	INABILITY TO IRRIGATE	IRRIGATE, INABILITY TO			C62902	2991	NO FLOW
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63104	2339	INACCURATE DELIVERY	DELIVERY, INACCURATE			C63110	2954	IMPROPER FLOW OR INFUSION
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63103	2955	INACCURATE DISPENSING				C63104	2339	INACCURATE DELIVERY
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63102	1249	INACCURATE FLOWRATE	FLOWRATE, INACCURATE			C63110	2954	IMPROPER FLOW OR INFUSION
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63101	1609	INACCURATE SYNCHRONIZATION	SYNCHRONIZATION, INACCURATE	Issue associated with an error due to imperfect timing of two operations; this may or may not include signal transmission time.		C63169	1439	FAILURE TO PACE OR PROPERLY PACE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63100	2958	INADEQUATE USER INTERFACE		Issue associated with the means by which the operator and the equipment communicate or interact.		C76121	2949	HUMAN-DEVICE INTERFACE ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C73117	1643	INADEQUATE TRAINING		Issue associate with facility not providing satisfactory initial and/or periodic user training covering operation of the device.		C63118	2948	HUMAN FACTORS ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63099	1091	DEVICE CLEANING ISSUE	CLEAN, FAILURE TO|CLEANING, INADEQUATE	Issue associated with the insufficient removal of unwanted visible soil, foreign material or organism deposits on the external surfaces, crevices, joints of a device by a mechanical and/or manual process intended to render the device sterile, safe for handling, and/or for further processes to decontaminate.		C63276	2895	DISINFECTION OR STERILIZATION ISSUE AT USER LOCATION
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63098	1564	INADEQUATE SERVICE	SERVICE, INADEQUATE	Issue associated with inadequate periodic preventive maintenance or performance assurance checks.		C62977	1379	DEVICE MAINTENANCE ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63097	1442	PACING INADEQUATELY		Issue associated with an inadequate voltage generated by a ground current between two points on the surface of the ground at a distance apart corresponding to the conventional length of an ordinary pace.		C63169	1439	FAILURE TO PACE OR PROPERLY PACE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63095	1600	INADEQUATE STORAGE	STORAGE INADEQUATE|STORAGE, INADEQUATE	Issue associated with inadequate or inappropriate storage of the device, not otherwise described.		C62808	2935	FACILITIES ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63094	2280	INAPPROPRIATE PROMPTS	PROMPTS, INAPPROPRIATE			C63108	2953	IMPROPER DEVICE OUTPUT
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63093	1574	INAPPROPRIATE SHOCK	SHOCK, INAPPROPRIATE	Issue associated with the inappropriate delivery of an electrical energy.		C63158	1573	FAILURE TO SHOCK OR PROPERLY SHOCK
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63092	2283	INAUDIBLE VOICE PROMPTS	PROMPTS, INAUDIBLE VOICE			C63094	2280	INAPPROPRIATE PROMPTS
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63090	2507	INCOMPLETE COAPTATION		Issue associated with the heart valve leaflet not closing properly.		C62923	2506	STRUCTURAL PROBLEM
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63318	1670	USE OF DEVICE ISSUE	DEVICE, INCORRECT CARE/USE OF	Issue associated with user's failure to process, service, or operate the device according to the manufacturer's recommendations or recognized best practices.		C63118	2948	HUMAN FACTORS ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63088	1184	INCORRECT DISPLAY	DISPLAY, INCORRECT	Issue associated with device failure and malfunction when device does not display adequate results or have proper display.		C63108	2953	IMPROPER DEVICE OUTPUT
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63087	1319	INADEQUATE INSTRUCTIONS FOR HEALTHCARE PROFESSIONAL	INSTRUCTIONS, INCORRECT	Issue associated with inaccuracies in any written, printed, or graphic matter that is affixed to a medical device or its containers, wrappers; with any matter that accompanies a medical device including verbal instructions related to identification, technical description and use of the medical device provided by the device manufacturers.		C63072	1318	INSTRUCTION FOR USE ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63086	1543	INCORRECT INTERPRETATION OF RHYTHM	RHYTHM, INCORRECT INTERPRETATION OF			C63061	2293	INVALID SENSING
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63085	1383	INCORRECT MEASUREMENT	MEASUREMENTS, INACCURATE			C62848	1535	INCORRECT OR INADEQUATE RESULT
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63084	2962	INCORRECT DEVICE OR COMPONENT SHIPPED		Issue associated with the delivery of an inappropriate device or device component to a user facility.		C63041	2975	MANUFACTURING OR SHIPPING ISSUE ASSOCIATED WITH DEVICE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63083	1449	PARAMETER CALCULATION ERROR DUE TO SOFTWARE PROBLEM	PARAMETER CALCULATIONS, INCORRECT			C63081	1495	INCORRECT SOFTWARE PROGRAMMING CALCULATIONS
FDA	C54451	Medical Device Problem Codes FDA CDRH	C91398	3197	PATIENT DATA ISSUE		Event in which information is accessed by the healthcare provider and either the wrong patient of the wrong information is retrieved despite correct inquiry procedures.	The retrieval of incorrect data about a particular patient.	C91397	3196	DATA ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63082	1494	USER USED INCORRECT PRODUCT FOR INTENDED USE	PRODUCT, INCORRECT			C63318	1670	USE OF DEVICE ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63081	1495	INCORRECT SOFTWARE PROGRAMMING CALCULATIONS	PROGRAMMING CALCULATIONS, INCORRECT			C62839	3014	PROGRAMMING ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63080	1491	INCREASE IN PRESSURE	PRESSURE, INCREASE IN			C62934	3012	PRESSURE ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63079	1604	INCREASE IN SUCTION	ASPIRATION, EXCESSIVE|EXCESSIVE ASPIRATION|SUCTION, INCREASE IN			C62833	2170	SUCTION ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63078	2535	INCREASED SENSITIVITY	SENSITIVITY, INCREASED			C63061	2293	INVALID SENSING
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63077	1501	INCREASED PUMP SPEED	PUMP SPEED, INCREASED			C62860	3016	PUMPING ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63076	1310	INFLATION ISSUE	INFLATION DIFFICULTIES	Issue associated with the inability of a device and/or device components to expand or enlarge with the intended inflation agent (e.g. saline or air).		C63075	2964	INFUSION OR FLOW ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63075	2964	INFUSION OR FLOW ISSUE		Issue associated with the device failing to deliver liquids or gases as intended (e.g. delivering drugs at incorrect rate, issues with drawing fluid from a system etc).		C62954	2914	DEVICE OPERATIONAL ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63074	2965	INSTALLATION-RELATED PROBLEM	INSTALLATION ERROR	Issue associated with unsatisfactory installation, configuration, and/or setup of a specific device or technology.		C62808	2935	FACILITIES ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63072	1318	INSTRUCTION FOR USE ISSUE	INSTRUCTIONS, INADEQUATE	Issue associated with the accuracy and appropriateness of any written, printed, graphic or audio/visual matter that is supplied with a medical device or its containers, wrappers; with any matter that accompanies a medical device including instructions related to identification, technical description and use of the medical device provided by the device manufacturer.		C63118	2948	HUMAN FACTORS ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63071	1130	INSUFFICIENT COOLING	COOLING, INADEQUATE	Issue associated with device or device parts being insufficiently cool in device active (working) or/and non-active (non-working) state. The concept does not refer to the problem resulted from ambient temperature.		C62922	3022	TEMPERATURE ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C62823	2182	INSUFFICIENT FLOW OR UNDERINFUSION	UNDERDELIVERY|UNDERINFUSION	Issue associated with an underdose of intravenous therapy, i.e., drugs or fluids being delivered into a patient under positive pressure generated by a pump.		C63075	2964	INFUSION OR FLOW ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63070	1287	INSUFFICIENT HEATING	HEATING, INADEQUATE	Issue associated with the device or its components producing temperatures that are not as high as what is specified.		C62922	3022	TEMPERATURE ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63069	1080	INTERMITTENT CAPTURE	CAPTURE, INTERMITTENT	Issue associated with the ineffective and inconsistent depolarization of the heart.		C63027	2891	CAPTURING ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63068	1121	INTERMITTENT CONTINUITY	CONTINUITY, INTERMITTENT			C63277	1089	CIRCUIT FAILURE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63067	2341	INTERMITTENT INFUSION	INFUSION, INTERMITTENT			C63110	2954	IMPROPER FLOW OR INFUSION
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63066	1443	PACING INTERMITTENTLY		Issue associated with the failure of pacing device for a limited period of time, following which the item recovers its ability to perform its required function without being subjected to any external corrective action. Note: such as failure is often recurrent.		C63169	1439	FAILURE TO PACE OR PROPERLY PACE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63065	1558	SENSING INTERMITTENTLY				C63061	2293	INVALID SENSING
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63064	2287	INTERMITTENT SHOCK	SHOCK, INTERMITTENT	Issue associated with the failure to deliver shock for a limited period of time, following which the item recovers its ability to perform its required function without being subjected to any external corrective action. Note: such as failure is often recurrent.		C63158	1573	FAILURE TO SHOCK OR PROPERLY SHOCK
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63063	1336	MATERIAL INVAGINATION	INVAGINATION			C63248	2976	MATERIAL DEFORMATION
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63061	2293	INVALID SENSING	SENSING, INVALID	Issue associated with the inaccuracy of a device designed to respond to a physical stimulus (as temperature, illumination, motion) to transmit a resulting signal that can not be used for interpretation or measurement.		C63238	2917	DEVICE SENSING ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C76129	2967	ISSUE WITH DISPLAYED ERROR MESSAGE		Issue associated with error messages that are undecipherable or which fail to prompt the user toward appropriate corrective action.		C63088	1184	INCORRECT DISPLAY
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63060	1339	KINKED	KINK|KINKED MATERIAL			C63296	1059	BENT
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63059	1340	KNOTTED	KNOT|KNOTTED MATERIAL			C62962	2981	MATERIAL TWISTED
FDA	C54451	Medical Device Problem Codes FDA CDRH	C72671	2971	LACK OF MAINTENANCE DOCUMENTATION OR GUIDELINES		Issue associated with user facility not receiving adequate service documentation, guidelines, or recommendations to perform preventive and corrective maintenance and performance assurance checks.		C62977	1379	DEVICE MAINTENANCE ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63058	1354	LEAK	LEAK(S)	Issue associated with the escape of a liquid or gas from the vessel or container in which it is housed.		C62961	1384	MECHANICAL ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63057	2972	LIGHT INTERFERENCE				C62953	3001	OPTICAL ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63056	1370	LOOPING				C63039	2983	MECHANICAL JAM
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63055	1371	LOOSE OR INTERMITTENT CONNECTION	CONNECTION(S), LOOSE			C62952	2900	CONNECTION ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63053	2408	LOSS OF OSSEOINTEGRATION	OSSEOINTEGRATION, LOSS OF			C62886	3003	OSSEOINTEGRATION ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63052	1475	LOSS OF POWER	POWER, LOSS OF	Issue associated with the failure of primary power supplied by the facility.		C63217	2925	ELECTRICAL POWER PROBLEM
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63050	1633	LOSS OF THRESHOLD	THRESHOLD, LOSS OF	Issue associated with the loss of the minimum amount of energy, voltage, or current needed to consistently stimulate the heart muscle.		C63061	2293	INVALID SENSING
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63194	1068	LOSS OF OR FAILURE TO BOND	BOND, FAILURE TO	Issue associated with lack or loss of adherence between materials intended to be joined together by an adhesive.		C62973	1069	BREAK
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63049	1016	LOW AUDIBLE ALARM	ALARM, LOW AUDIBLE			C63112	2951	IMPROPER ALARM
FDA	C54451	Medical Device Problem Codes FDA CDRH	C64335	2973	LOW BATTERY IMPEDANCE				C64334	2884	BATTERY IMPEDANCE ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63048	2584	LOW BATTERY	BATTERY, LOW			C63030	2885	BATTERY ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63047	2285	LOW IMPEDANCE	IMPEDANCE, LOW	Issue associated with lower than intended electrical impedance levels between device components or device and patient connections.		C63114	2950	IMPEDANCE ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63046	2460	LOW READINGS	READINGS, LOW			C62848	1535	INCORRECT OR INADEQUATE RESULT
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63045	2458	LOW TEST RESULTS	TEST RESULTS, LOW			C62829	2456	INCORRECT OR INADEQUATE TEST RESULTS
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63044	2575	LOW THRESHOLD	THRESHOLD, LOW			C63061	2293	INVALID SENSING
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63043	2616	MALPOSITION OF DEVICE	MALPOSITION	Issue associated with device being positioned in a location other than intended or specified.		C63034	3009	POSITIONING ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63041	2975	MANUFACTURING OR SHIPPING ISSUE ASSOCIATED WITH DEVICE		Issue associated with any deviations from device documented performance specifications relating to non-conformity during manufacture to the design of an item or to specified manufacturing processes.		C62937	3008	PHYSICAL PROPERTY ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C72894	2977	MATERIAL DISTORTION		Issue associated with undesired physical appearance of device material resulting from excessive stress or impact.		C62968	2978	MATERIAL INTEGRITY ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C72891	2979	MATERIAL PROTRUSION		Issue associated with undesired physical appearance of device material, specifically when material extends beyond or above the device surface.		C62968	2978	MATERIAL INTEGRITY ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63040	2982	MEASUREMENT SYSTEM INCOMPATIBILITY		Issue associated with the incompatibility of the measurement systems between and/or within device systems that are inherent to the individual device thereby leading to miscalculated or mismatched measurements from those devices, e.g., international metric system versus U.S. measurement system.		C62983	2960	INCOMPATIBILITY PROBLEM
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63039	2983	MECHANICAL JAM		Issue associated with a problem that prevents or restricts the motion of the device or its components.		C62961	1384	MECHANICAL ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63037	1387	DEVICE ABRASION FROM INSTRUMENT OR ANOTHER OBJECT	ABRASION FROM INSTRUMENT/OBJECT			C62846	3020	SCRATCHED MATERIAL
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63036	1004	ACCESSORY INCOMPATIBLE	ACCESSORIES, INCOMPATIBLE			C63020	2897	COMPONENT OR ACCESSORY INCOMPATIBILITY
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63035	2577	DIFFICULT OR DELAYED ACTIVATION	ACTIVATION, DIFFICULT /DELAYED|ACTIVATION, DIFFICULT OR DELAYED			C63244	1157	DIFFICULT TO DEPLOY
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63034	3009	POSITIONING ISSUE		Issue associated with the forward movement of the device and/or device components to an intended location.		C62961	1384	MECHANICAL ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63033	1012	DEVICE ALARM SYSTEM ISSUE	ALARM FAILURE|ALARM, FAILURE TO	Issue associated with electrical equipment or a system that detects alarm conditions (a state of the alarm system when it has determined that a potential or actual hazard exists) and, as appropriate, generates alarm signals.		C62932	3015	PROTECTIVE MEASURE ISSUE
FDA	C54451	Medical Device Problem Codes FDA CDRH	C63032	1031	FAILURE TO ADHERE OR BOND		Issue associated with difficulties in attaching a device to another object including another device or device component or to a patient body part.		C62955	2913	DEVICE OPERATES DIFFERENTLY THAN EXPECTED
